"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Subscription.Type","newDate","count","monthYear"
"0h 4m 40s","10/18/2012 13:10","10/18/2012 13:15","Lincoln Park / 13th & East Capitol St NE ","14th & D St SE","W00337","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"1h 13m 17s","10/18/2012 13:10","10/18/2012 14:24","Maryland & Independence Ave SW","Maryland & Independence Ave SW","W00110","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 7m 23s","10/18/2012 13:10","10/18/2012 13:18","7th & R St NW / Shaw Library","12th & L St NW","W01401","Casual",2012-10-18 13:00:00,1,"2012-10"
"3h 45m 15s","10/18/2012 13:10","10/18/2012 16:56","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01025","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 8m 6s","10/18/2012 13:10","10/18/2012 13:18","4th & E St SW","Smithsonian / Jefferson Dr & 12th St SW","W01335","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 17m 54s","10/18/2012 13:10","10/18/2012 13:28","Jefferson Memorial","Jefferson Dr & 14th St SW","W00596","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 12m 30s","10/18/2012 13:10","10/18/2012 13:22","14th & Rhode Island Ave NW","11th & Kenyon St NW","W01033","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 29m 7s","10/18/2012 13:09","10/18/2012 13:39","14th & Harvard St NW","3rd & D St SE","W20170","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 16m 0s","10/18/2012 13:09","10/18/2012 13:25","17th & K St NW [formerly 17th & L St NW]","1st & M St NE","W20899","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 14m 49s","10/18/2012 13:10","10/18/2012 13:25","14th & D St NW / Ronald Reagan Building","15th & K St NW","W00180","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 34s","10/18/2012 13:09","10/18/2012 13:15","5th St & K St NW","13th St & New York Ave NW","W00202","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 24s","10/18/2012 13:09","10/18/2012 13:14","14th & R St NW","Thomas Circle","W00966","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 10m 9s","10/18/2012 13:09","10/18/2012 13:19","N Randolph St & Fairfax Dr","Fairfax Dr & Wilson Blvd","W20045","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 28s","10/18/2012 13:09","10/18/2012 13:14","Clarendon Metro / Wilson Blvd & N Highland St","Court House Metro / Wilson Blvd & N Uhle St","W20944","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 10m 7s","10/18/2012 13:09","10/18/2012 13:19","Columbus Circle / Union Station","10th & E St NW","W00350","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 5s","10/18/2012 13:09","10/18/2012 13:13","15th & P St NW","Thomas Circle","W00493","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 38s","10/18/2012 13:09","10/18/2012 13:14","Maryland & Independence Ave SW","4th & M St SW","W20162","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 24m 16s","10/18/2012 13:08","10/18/2012 13:33","New York Ave & 15th St NW","Park Rd & Holmead Pl NW","W00990","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 8m 51s","10/18/2012 13:09","10/18/2012 13:18","Jefferson Memorial","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01270","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 57s","10/18/2012 13:08","10/18/2012 13:13","Maryland & Independence Ave SW","Smithsonian / Jefferson Dr & 12th St SW","W00886","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 11m 38s","10/18/2012 13:08","10/18/2012 13:20","Columbus Circle / Union Station","Eastern Market / 7th & North Carolina Ave SE","W00286","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 8m 55s","10/18/2012 13:09","10/18/2012 13:17","Jefferson Memorial","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00735","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 7m 0s","10/18/2012 13:08","10/18/2012 13:15","7th & T St NW","5th St & K St NW","W20938","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 8m 13s","10/18/2012 13:08","10/18/2012 13:16","Thomas Circle","8th & H St NW","W00022","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 3m 12s","10/18/2012 13:07","10/18/2012 13:11","N Rhodes & 16th St N","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01381","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 18m 44s","10/18/2012 13:07","10/18/2012 13:26","4th & M St SW","10th & U St NW","W01030","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 19m 43s","10/18/2012 13:07","10/18/2012 13:26","Prince St & Union St","27th & Crystal Dr","W01196","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 6s","10/18/2012 13:06","10/18/2012 13:10","Prince St & Union St","King St & Patrick St","W00215","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 3m 46s","10/18/2012 13:06","10/18/2012 13:10","4th & D St NW / Judiciary Square","Columbus Circle / Union Station","W00879","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 7m 43s","10/18/2012 13:06","10/18/2012 13:14","S Glebe & Potomac Ave","15th & Crystal Dr","W01004","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"1h 15m 29s","10/18/2012 13:07","10/18/2012 14:23","Jefferson Dr & 14th St SW","USDA / 12th & Independence Ave SW","W00009","Casual",2012-10-18 13:00:00,1,"2012-10"
"1h 14m 54s","10/18/2012 13:07","10/18/2012 14:22","Jefferson Dr & 14th St SW","USDA / 12th & Independence Ave SW","W00285","Casual",2012-10-18 13:00:00,1,"2012-10"
"2h 45m 54s","10/18/2012 13:06","10/18/2012 15:52","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01357","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 15s","10/18/2012 13:05","10/18/2012 13:10","Washington Blvd & 10th St N","Court House Metro / Wilson Blvd & N Uhle St","W01407","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 37s","10/18/2012 13:05","10/18/2012 13:11","New Hampshire Ave & T St NW [formerly 16th & U St NW]","17th & Rhode Island Ave NW","W00284","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 12m 16s","10/18/2012 13:05","10/18/2012 13:18","N Adams St & Lee Hwy","M St & Pennsylvania Ave NW","W00442","Casual",2012-10-18 13:00:00,1,"2012-10"
"2h 46m 48s","10/18/2012 13:05","10/18/2012 15:52","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W20159","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 3m 5s","10/18/2012 13:05","10/18/2012 13:08","Columbia Rd & Georgia Ave NW","14th & Harvard St NW","W20170","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 52m 4s","10/18/2012 13:05","10/18/2012 13:57","Lincoln Memorial","8th & F St NW / National Portrait Gallery","W00156","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 14m 34s","10/18/2012 13:05","10/18/2012 13:19","21st & I St NW","20th St & Florida Ave NW","W00089","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 10m 17s","10/18/2012 13:04","10/18/2012 13:14","New Hampshire Ave & T St NW [formerly 16th & U St NW]","Convention Center / 7th & M St NW","W00699","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 52m 16s","10/18/2012 13:05","10/18/2012 13:57","Lincoln Memorial","8th & F St NW / National Portrait Gallery","W00794","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 41s","10/18/2012 13:04","10/18/2012 13:10","17th & Corcoran St NW","17th & K St NW [formerly 17th & L St NW]","W01297","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 8m 15s","10/18/2012 13:04","10/18/2012 13:12","M St & New Jersey Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00803","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 15m 17s","10/18/2012 13:03","10/18/2012 13:18","34th St & Wisconsin Ave NW","18th & M St NW","W01096","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"1h 18m 22s","10/18/2012 13:04","10/18/2012 14:22","Jefferson Dr & 14th St SW","USDA / 12th & Independence Ave SW","W01402","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 12m 41s","10/18/2012 13:03","10/18/2012 13:15","4th St & Massachusetts Ave NW","14th & R St NW","W00128","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 25s","10/18/2012 13:02","10/18/2012 13:07","11th & H St NE","Columbus Circle / Union Station","W01115","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 13m 41s","10/18/2012 13:02","10/18/2012 13:16","15th & P St NW","19th St & Pennsylvania Ave NW","W00907","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 25m 23s","10/18/2012 13:02","10/18/2012 13:27","10th & Monroe St NE","17th & Rhode Island Ave NW","W00048","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 6m 45s","10/18/2012 13:02","10/18/2012 13:09","Adams Mill & Columbia Rd NW","17th & Rhode Island Ave NW","W00909","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 16m 18s","10/18/2012 13:03","10/18/2012 13:19","Lynn & 19th St North","Clarendon Blvd & Pierce St","W00659","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 22s","10/18/2012 13:02","10/18/2012 13:07","Columbus Circle / Union Station","11th & H St NE","W01416","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 13m 54s","10/18/2012 13:01","10/18/2012 13:15","US Dept of State / Virginia Ave & 21st St NW","Maryland & Independence Ave SW","W20079","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 15m 18s","10/18/2012 13:02","10/18/2012 13:17","Lincoln Memorial","Jefferson Dr & 14th St SW","W01129","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 6m 14s","10/18/2012 13:01","10/18/2012 13:07","Columbus Circle / Union Station","4th St & Massachusetts Ave NW","W20049","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 6m 0s","10/18/2012 13:01","10/18/2012 13:07","17th & K St NW / Farragut Square","Massachusetts Ave & Dupont Circle NW","W20176","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 9m 49s","10/18/2012 13:01","10/18/2012 13:11","10th & U St NW","21st & M St NW","W00602","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"2h 28m 43s","10/18/2012 13:02","10/18/2012 15:31","Massachusetts Ave & Dupont Circle NW","8th & F St NW / National Portrait Gallery","W20120","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 5m 39s","10/18/2012 13:01","10/18/2012 13:07","12th & Army Navy Dr","Pentagon City Metro / 12th & Hayes St","W00315","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 23s","10/18/2012 13:01","10/18/2012 13:05","McPherson Square - 14th & H St NW","8th & H St NW","W00677","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"2h 28m 35s","10/18/2012 13:02","10/18/2012 15:31","Massachusetts Ave & Dupont Circle NW","8th & F St NW / National Portrait Gallery","W00855","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 9m 44s","10/18/2012 13:00","10/18/2012 13:10","17th & Rhode Island Ave NW","21st & I St NW","W01444","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 24m 49s","10/18/2012 13:01","10/18/2012 13:26","Jefferson Memorial","Maryland & Independence Ave SW","W00351","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 25m 8s","10/18/2012 13:01","10/18/2012 13:26","Jefferson Memorial","Maryland & Independence Ave SW","W00550","Casual",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 37s","10/18/2012 13:00","10/18/2012 13:04","N Quincy St & Glebe Rd","N Randolph St & Fairfax Dr","W20045","Subscriber",2012-10-18 13:00:00,1,"2012-10"
"0h 4m 19s","10/18/2012 12:59","10/18/2012 13:04","Maryland & Independence Ave SW","USDA / 12th & Independence Ave SW","W00982","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 18s","10/18/2012 12:59","10/18/2012 13:10","21st & M St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00268","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 47s","10/18/2012 12:59","10/18/2012 13:03","Columbus Circle / Union Station","4th St & Massachusetts Ave NW","W00537","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 24m 7s","10/18/2012 12:59","10/18/2012 13:23","Park Rd & Holmead Pl NW","21st & I St NW","W00961","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 42s","10/18/2012 12:59","10/18/2012 13:09","3rd & D St SE","North Capitol St & F St NW","W00378","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 27s","10/18/2012 12:58","10/18/2012 13:05","Metro Center / 12th & G St NW","USDA / 12th & Independence Ave SW","W00938","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 52s","10/18/2012 12:58","10/18/2012 13:10","10th & U St NW","Georgia & New Hampshire Ave NW","W00084","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 50s","10/18/2012 12:58","10/18/2012 13:15","8th & F St NW / National Portrait Gallery","13th & H St NE","W01159","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 15m 7s","10/18/2012 12:58","10/18/2012 13:13","Jefferson Dr & 14th St SW","18th St & Pennsylvania Ave NW","W20951","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 11s","10/18/2012 12:58","10/18/2012 13:08","4th & E St SW","USDA / 12th & Independence Ave SW","W00010","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 20s","10/18/2012 12:57","10/18/2012 13:01","18th St & Pennsylvania Ave NW","20th & E St NW","W00827","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 14m 30s","10/18/2012 12:57","10/18/2012 13:12","Van Ness Metro / UDC","Ward Circle / American University","W01379","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 39m 15s","10/18/2012 12:57","10/18/2012 13:37","18th & Hayes St","Jefferson Dr & 14th St SW","W01448","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 2s","10/18/2012 12:57","10/18/2012 13:03","North Capitol St & F St NW","1st & M St NE","W00901","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 20s","10/18/2012 12:57","10/18/2012 13:01","21st & M St NW","19th St & Pennsylvania Ave NW","W00427","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 44s","10/18/2012 12:56","10/18/2012 13:02","4th & M St SW","1st & K St SE","W00432","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 12s","10/18/2012 12:56","10/18/2012 13:06","18th & M St NW","Columbia Rd & Belmont St NW","W20915","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 50m 44s","10/18/2012 12:57","10/18/2012 13:47","5th & F St NW","Jefferson Dr & 14th St SW","W00869","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 55s","10/18/2012 12:56","10/18/2012 13:05","21st & M St NW","Thomas Circle","W00630","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 4m 50s","10/18/2012 12:56","10/18/2012 14:01","14th & D St NW / Ronald Reagan Building","Columbus Circle / Union Station","W01323","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 17m 56s","10/18/2012 12:56","10/18/2012 13:14","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Maryland & Independence Ave SW","W00969","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 40m 29s","10/18/2012 12:56","10/18/2012 13:37","18th & Hayes St","Jefferson Dr & 14th St SW","W20026","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 59s","10/18/2012 12:55","10/18/2012 13:12","M St & New Jersey Ave SE","M St & New Jersey Ave SE","W00382","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 47s","10/18/2012 12:55","10/18/2012 12:57","25th St & Pennsylvania Ave NW","22nd & I St NW / Foggy Bottom","W20134","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 19m 53s","10/18/2012 12:55","10/18/2012 13:14","Lincoln Memorial","Jefferson Memorial","W00540","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 19s","10/18/2012 12:54","10/18/2012 13:03","Adams Mill & Columbia Rd NW","21st & I St NW","W01469","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 59s","10/18/2012 12:53","10/18/2012 12:56","Thomas Circle","15th & P St NW","W00493","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 54s","10/18/2012 12:53","10/18/2012 12:57","Park Rd & Holmead Pl NW","Columbia Rd & Georgia Ave NW","W00649","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 29s","10/18/2012 12:53","10/18/2012 13:02","Smithsonian / Jefferson Dr & 12th St SW","5th St & K St NW","W00202","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 33m 25s","10/18/2012 12:53","10/18/2012 13:26","Maryland & Independence Ave SW","19th St & Pennsylvania Ave NW","W01170","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 19s","10/18/2012 12:53","10/18/2012 13:02","13th & H St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00178","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 2m 11s","10/18/2012 12:53","10/18/2012 12:55","5th St & K St NW","4th St & Massachusetts Ave NW","W00128","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 56s","10/18/2012 12:53","10/18/2012 12:58","22nd & I St NW / Foggy Bottom","M St & Pennsylvania Ave NW","W01414","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 25m 29s","10/18/2012 12:53","10/18/2012 13:18","4th & E St SW","4th & E St SW","W20036","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 29s","10/18/2012 12:52","10/18/2012 13:01","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","25th St & Pennsylvania Ave NW","W20182","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 7s","10/18/2012 12:52","10/18/2012 13:02","New York Ave & 15th St NW","USDA / 12th & Independence Ave SW","W00453","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 32m 15s","10/18/2012 12:52","10/18/2012 13:24","15th & P St NW","15th & P St NW","W00492","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 17m 51s","10/18/2012 12:52","10/18/2012 13:10","Columbia Rd & Belmont St NW","19th & K St NW","W00026","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 22s","10/18/2012 12:52","10/18/2012 12:57","21st St & Pennsylvania Ave NW","17th & Corcoran St NW","W01016","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 42s","10/18/2012 12:52","10/18/2012 13:03","4th St & Rhode Island Ave NE","North Capitol St & F St NW","W01347","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 52s","10/18/2012 12:52","10/18/2012 13:02","10th & U St NW","17th & Rhode Island Ave NW","W00087","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 55m 45s","10/18/2012 12:52","10/18/2012 13:48","5th & F St NW","Jefferson Dr & 14th St SW","W01211","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 2s","10/18/2012 12:51","10/18/2012 12:55","Key Blvd & N Quinn St","Lynn & 19th St North","W00885","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 44m 0s","10/18/2012 12:51","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00844","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 5s","10/18/2012 12:50","10/18/2012 12:57","14th St & Spring Rd NW","14th & Harvard St NW","W00444","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 21s","10/18/2012 12:50","10/18/2012 13:00","Gallaudet / 8th St & Florida Ave NE","Columbus Circle / Union Station","W00456","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 7s","10/18/2012 12:50","10/18/2012 12:55","13th St & New York Ave NW","14th & Rhode Island Ave NW","W01033","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 16s","10/18/2012 12:50","10/18/2012 12:56","Maryland & Independence Ave SW","4th & M St SW","W20896","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 15s","10/18/2012 12:51","10/18/2012 13:07","8th & F St NW / National Portrait Gallery","M St & Pennsylvania Ave NW","W01337","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 17s","10/18/2012 12:50","10/18/2012 12:59","17th & Rhode Island Ave NW","7th & R St NW / Shaw Library","W00121","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 22m 46s","10/18/2012 12:51","10/18/2012 13:14","Lincoln Memorial","Jefferson Memorial","W00429","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 14m 5s","10/18/2012 12:50","10/18/2012 13:04","8th & F St NW / National Portrait Gallery","25th St & Pennsylvania Ave NW","W01177","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 32s","10/18/2012 12:50","10/18/2012 12:54","N Veitch  & 20th St N","Lynn & 19th St North","W20978","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 55s","10/18/2012 12:50","10/18/2012 12:57","North Capitol St & F St NW","10th & E St NW","W20877","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 22m 17s","10/18/2012 12:52","10/18/2012 13:14","Lincoln Memorial","Jefferson Memorial","W01349","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 21s","10/18/2012 12:50","10/18/2012 12:58","15th & K St NW","North Capitol St & F St NW","W01455","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 58s","10/18/2012 12:49","10/18/2012 12:55","20th & L St NW","US Dept of State / Virginia Ave & 21st St NW","W00075","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 9s","10/18/2012 12:49","10/18/2012 12:54","Massachusetts Ave & Dupont Circle NW","24th & N St NW","W00360","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 24m 59s","10/18/2012 12:49","10/18/2012 13:14","M St & New Jersey Ave SE","Lincoln Memorial","W00454","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 43s","10/18/2012 12:49","10/18/2012 12:58","Metro Center / 12th & G St NW","18th St & Pennsylvania Ave NW","W00643","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 57s","10/18/2012 12:49","10/18/2012 13:00","21st & I St NW","15th & K St NW","W01202","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 13s","10/18/2012 12:49","10/18/2012 12:52","17th & Rhode Island Ave NW","Thomas Circle","W00493","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 49s","10/18/2012 12:49","10/18/2012 12:56","10th & E St NW","USDA / 12th & Independence Ave SW","W20874","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 11m 34s","10/18/2012 12:48","10/18/2012 13:00","N Quincy St & Wilson Blvd","Wilson Blvd & Franklin Rd","W01479","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 26m 9s","10/18/2012 12:48","10/18/2012 13:15","Pentagon City Metro / 12th & Hayes St","S Glebe & Potomac Ave","W20100","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 33s","10/18/2012 12:48","10/18/2012 12:54","19th St & Pennsylvania Ave NW","21st & M St NW","w00223","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 10m 41s","10/18/2012 12:48","10/18/2012 12:59","14th & V St NW","19th & K St NW","W20969","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 3m 31s","10/18/2012 12:48","10/18/2012 12:51","Thomas Circle","15th & P St NW","W00907","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 19m 29s","10/18/2012 12:48","10/18/2012 13:07","17th & Rhode Island Ave NW","Van Ness Metro / UDC","W00292","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 42s","10/18/2012 12:48","10/18/2012 12:57","14th & G St NW","USDA / 12th & Independence Ave SW","W00139","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 7m 48s","10/18/2012 12:48","10/18/2012 12:56","N Adams St & Lee Hwy","Court House Metro / Wilson Blvd & N Uhle St","W20892","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 9m 29s","10/18/2012 12:47","10/18/2012 12:57","California St & Florida Ave NW","19th & K St NW","W00155","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 18s","10/18/2012 12:47","10/18/2012 12:54","1st & K St SE","4th & E St SW","W00010","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 42s","10/18/2012 12:47","10/18/2012 12:56","13th St & New York Ave NW","5th St & K St NW","W01348","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 33s","10/18/2012 12:47","10/18/2012 12:52","Court House Metro / Wilson Blvd & N Uhle St","Clarendon Metro / Wilson Blvd & N Highland St","W20944","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 25m 49s","10/18/2012 12:48","10/18/2012 13:14","Lincoln Memorial","Jefferson Memorial","W01340","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 6m 14s","10/18/2012 12:47","10/18/2012 12:53","King St & Patrick St","King St Metro","W01069","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 23m 3s","10/18/2012 12:51","10/18/2012 13:14","Lincoln Memorial","Jefferson Memorial","W01396","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 8m 28s","10/18/2012 12:47","10/18/2012 12:55","14th & G St NW","17th & Rhode Island Ave NW","W01444","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 9s","10/18/2012 12:47","10/18/2012 12:51","Barton St & 10th St N","Court House Metro / Wilson Blvd & N Uhle St","W00880","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 47m 13s","10/18/2012 12:47","10/18/2012 14:34","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00614","Casual",2012-10-18 12:00:00,1,"2012-10"
"0h 17m 0s","10/18/2012 12:46","10/18/2012 13:03","M St & New Jersey Ave SE","14th & D St NW / Ronald Reagan Building","W01276","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 16m 53s","10/18/2012 12:46","10/18/2012 13:03","9th & Upshur St NW","Georgia & New Hampshire Ave NW","W00255","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 4m 51s","10/18/2012 12:45","10/18/2012 12:50","Thomas Circle","21st & M St NW","W00504","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"0h 5m 55s","10/18/2012 12:45","10/18/2012 12:51","McPherson Square - 14th & H St NW","8th & F St NW / National Portrait Gallery","W00420","Subscriber",2012-10-18 12:00:00,1,"2012-10"
"1h 49m 2s","10/18/2012 12:46","10/18/2012 14:35","Smithsonian / Jefferson Dr & 12th St SW","Columbus Circle / Union Station","W00055","Casual",2012-10-18 12:00:00,1,"2012-10"
